filename	entity_label	entity_kind	start_span	end_span	text
cardiovascular_arterial hypertension_7.txt	medication	concept	3421	3447	non-prescribed medications
cardiovascular_arterial hypertension_7.txt	medication	concept	3460	3466	NSAIDs
cardiovascular_arterial hypertension_7.txt	disease	concept	3613	3625	hypertension
cardiovascular_arterial hypertension_7.txt	disease	concept	3689	3710	arterial hypertension
cardiovascular_arterial hypertension_7.txt	disease	concept	3921	3933	hypertension
cardiovascular_arterial hypertension_7.txt	procedure	concept	3990	3999	follow-up
cardiovascular_arterial hypertension_7.txt	procedure	concept	4004	4017	BP monitoring
cardiovascular_arterial hypertension_8.txt	disease	concept	326	347	Arterial Hypertension
cardiovascular_arterial hypertension_8.txt	symptom	concept	615	624	headaches
cardiovascular_arterial hypertension_8.txt	symptom	concept	637	646	dizziness
cardiovascular_arterial hypertension_8.txt	symptom	concept	672	681	nosebleed
cardiovascular_arterial hypertension_8.txt	disease	concept	929	950	arterial hypertension
cardiovascular_arterial hypertension_8.txt	medication	concept	1079	1090	medications
cardiovascular_arterial hypertension_8.txt	procedure	concept	1324	1334	urinalysis
cardiovascular_arterial hypertension_8.txt	medication	concept	1380	1402	fasting plasma glucose
cardiovascular_arterial hypertension_8.txt	disease	concept	1565	1586	arterial hypertension
cardiovascular_arterial hypertension_8.txt	disease	concept	1701	1724	white coat hypertension
cardiovascular_arterial hypertension_8.txt	procedure	concept	1954	1971	smoking cessation
cardiovascular_arterial hypertension_8.txt	medication	concept	2071	2081	Lisinopril
cardiovascular_arterial hypertension_8.txt	medication	concept	2138	2148	Amlodipine
cardiovascular_arterial hypertension_8.txt	symptom	concept	2432	2440	severity
cardiovascular_arterial hypertension_8.txt	procedure	concept	2535	2558	lifestyle modifications
cardiovascular_arterial hypertension_8.txt	medication	concept	2803	2813	Lisinopril
cardiovascular_arterial hypertension_8.txt	medication	concept	2842	2852	Amlodipine
cardiovascular_arterial hypertension_8.txt	symptom	concept	3384	3394	chest pain
cardiovascular_arterial hypertension_8.txt	symptom	concept	3396	3416	difficulty breathing
cardiovascular_arterial hypertension_9.txt	disease	concept	224	245	Arterial Hypertension
cardiovascular_arterial hypertension_9.txt	symptom	concept	459	468	headaches
cardiovascular_arterial hypertension_9.txt	symptom	concept	485	494	dizziness
cardiovascular_arterial hypertension_9.txt	disease	concept	828	849	arterial hypertension
cardiovascular_arterial hypertension_9.txt	procedure	concept	943	953	urinalysis
cardiovascular_arterial hypertension_9.txt	procedure	concept	955	966	lipid panel
cardiovascular_arterial hypertension_9.txt	disease	concept	1131	1142	hypokalemia
cardiovascular_arterial hypertension_9.txt	symptom	concept	1408	1419	weight loss
cardiovascular_arterial hypertension_9.txt	medication	concept	1545	1555	Lisinopril
cardiovascular_arterial hypertension_9.txt	medication	concept	1560	1573	ACE inhibitor
cardiovascular_arterial hypertension_9.txt	medication	concept	1776	1786	Amlodipine
cardiovascular_arterial hypertension_9.txt	medication	concept	2272	2282	Lisinopril
cardiovascular_arterial hypertension_9.txt	medication	concept	2311	2321	Amlodipine
cardiovascular_arterial hypertension_9.txt	symptom	concept	2607	2619	side effects
cardiovascular_arterial hypertension_9.txt	symptom	concept	3264	3286	adverse drug reactions
endocrinology_hypothyroidism_0.txt	disease	concept	290	312	Primary Hypothyroidism
endocrinology_hypothyroidism_0.txt	symptom	concept	457	464	fatigue
endocrinology_hypothyroidism_0.txt	symptom	concept	466	477	weight gain
endocrinology_hypothyroidism_0.txt	symptom	concept	479	495	cold intolerance
endocrinology_hypothyroidism_0.txt	symptom	concept	501	513	constipation
endocrinology_hypothyroidism_0.txt	symptom	concept	545	553	dry skin
endocrinology_hypothyroidism_0.txt	symptom	concept	555	566	bradycardia
endocrinology_hypothyroidism_0.txt	disease	concept	1083	1105	primary hypothyroidism
endocrinology_hypothyroidism_0.txt	disease	concept	1198	1228	normocytic-normochromic anemia
endocrinology_hypothyroidism_0.txt	disease	concept	1308	1330	primary hypothyroidism
endocrinology_hypothyroidism_0.txt	medication	concept	1364	1377	Levothyroxine
endocrinology_hypothyroidism_0.txt	disease	concept	1499	1512	heart disease
endocrinology_hypothyroidism_0.txt	medication	concept	1638	1649	medications
endocrinology_hypothyroidism_0.txt	symptom	concept	1735	1742	fatigue
endocrinology_hypothyroidism_0.txt	symptom	concept	1747	1763	cold intolerance
endocrinology_hypothyroidism_0.txt	medication	concept	1915	1928	levothyroxine
endocrinology_hypothyroidism_0.txt	medication	concept	1981	1994	levothyroxine
endocrinology_hypothyroidism_0.txt	disease	concept	2085	2099	hypothyroidism
endocrinology_hypothyroidism_0.txt	disease	concept	2104	2119	hyperthyroidism
endocrinology_hypothyroidism_0.txt	medication	concept	2246	2259	levothyroxine
endocrinology_hypothyroidism_0.txt	disease	concept	2774	2788	hypothyroidism
endocrinology_hypothyroidism_0.txt	symptom	concept	2796	2803	fatigue
endocrinology_hypothyroidism_0.txt	symptom	concept	2805	2816	weight gain
endocrinology_hypothyroidism_0.txt	disease	concept	2822	2837	hyperthyroidism
endocrinology_hypothyroidism_0.txt	symptom	concept	2845	2857	palpitations
endocrinology_hypothyroidism_0.txt	symptom	concept	2859	2870	weight loss
endocrinology_hypothyroidism_0.txt	symptom	concept	3055	3065	chest pain
endocrinology_hypothyroidism_0.txt	symptom	concept	3074	3093	shortness of breath
endocrinology_hypothyroidism_0.txt	symptom	concept	3098	3110	palpitations
endocrinology_hypothyroidism_0.txt	medication	concept	3312	3325	levothyroxine
endocrinology_hypothyroidism_0.txt	disease	concept	3412	3434	primary hypothyroidism
endocrinology_hypothyroidism_0.txt	medication	concept	3529	3542	levothyroxine
endocrinology_hypothyroidism_1.txt	symptom	concept	287	294	fatigue
endocrinology_hypothyroidism_1.txt	symptom	concept	296	307	weight gain
endocrinology_hypothyroidism_1.txt	symptom	concept	309	325	cold intolerance
endocrinology_hypothyroidism_1.txt	symptom	concept	331	343	constipation
endocrinology_hypothyroidism_1.txt	symptom	concept	487	494	fatigue
endocrinology_hypothyroidism_1.txt	symptom	concept	510	521	weight gain
endocrinology_hypothyroidism_1.txt	symptom	concept	572	576	cold
endocrinology_hypothyroidism_1.txt	symptom	concept	582	594	constipation
endocrinology_hypothyroidism_1.txt	disease	concept	756	768	Hypertension
endocrinology_hypothyroidism_1.txt	disease	concept	773	785	Dyslipidemia
endocrinology_hypothyroidism_1.txt	medication	concept	823	833	Lisinopril
endocrinology_hypothyroidism_1.txt	medication	concept	850	862	Atorvastatin
endocrinology_hypothyroidism_1.txt	symptom	concept	1012	1020	dry skin
endocrinology_hypothyroidism_1.txt	symptom	concept	1022	1033	bradycardia
endocrinology_hypothyroidism_1.txt	disease	concept	1403	1418	primary hypothy
endocrinology_hypothyroidism_1.txt	medication	concept	1489	1502	levothyroxine
endocrinology_hypothyroidism_1.txt	disease	concept	1595	1608	heart disease
endocrinology_hypothyroidism_1.txt	disease	concept	1664	1678	hypothyroidism
endocrinology_hypothyroidism_1.txt	symptom	concept	1887	1899	palpitations
endocrinology_hypothyroidism_1.txt	symptom	concept	1913	1920	anxiety
endocrinology_hypothyroidism_1.txt	medication	concept	2102	2115	levothyroxine
endocrinology_hypothyroidism_1.txt	disease	concept	2229	2243	hypothyroidism
endocrinology_hypothyroidism_1.txt	symptom	concept	2308	2320	side effects
endocrinology_hypothyroidism_1.txt	medication	concept	2565	2576	medications
endocrinology_hypothyroidism_1.txt	medication	concept	2634	2647	Levothyroxine
endocrinology_hypothyroidism_1.txt	medication	concept	2678	2688	Lisinopril
endocrinology_hypothyroidism_1.txt	medication	concept	2705	2717	Atorvastatin
endocrinology_hypothyroidism_1.txt	medication	concept	2884	2897	levothyroxine
endocrinology_hypothyroidism_1.txt	symptom	concept	3209	3221	palpitations
endocrinology_hypothyroidism_1.txt	symptom	concept	3223	3233	chest pain
endocrinology_hypothyroidism_1.txt	symptom	concept	3246	3253	fatigue
endocrinology_hypothyroidism_10.txt	symptom	concept	407	414	fatigue
endocrinology_hypothyroidism_10.txt	symptom	concept	416	427	weight gain
endocrinology_hypothyroidism_10.txt	symptom	concept	429	445	cold intolerance
endocrinology_hypothyroidism_10.txt	symptom	concept	451	463	constipation
endocrinology_hypothyroidism_10.txt	symptom	concept	530	541	bradycardia
endocrinology_hypothyroidism_10.txt	symptom	concept	574	589	tendon reflexes
endocrinology_hypothyroidism_10.txt	disease	concept	735	754	autoimmune diseases
endocrinology_hypothyroidism_10.txt	medication	concept	982	998	Triiodothyronine
endocrinology_hypothyroidism_10.txt	medication	concept	1344	1357	Levothyroxine
endocrinology_hypothyroidism_10.txt	disease	concept	1472	1485	heart disease
endocrinology_hypothyroidism_10.txt	disease	concept	1510	1532	primary hypothyroidism
endocrinology_hypothyroidism_10.txt	medication	concept	1589	1602	levothyroxine
endocrinology_hypothyroidism_10.txt	symptom	concept	1725	1732	fatigue
endocrinology_hypothyroidism_10.txt	symptom	concept	1737	1753	cold intolerance
endocrinology_hypothyroidism_10.txt	symptom	concept	1871	1883	constipation
endocrinology_hypothyroidism_10.txt	medication	concept	1958	1971	levothyroxine
endocrinology_hypothyroidism_10.txt	medication	concept	2161	2174	levothyroxine
endocrinology_hypothyroidism_10.txt	medication	concept	2208	2221	Levothyroxine
endocrinology_hypothyroidism_10.txt	disease	concept	2430	2442	hypertension
endocrinology_hypothyroidism_10.txt	disease	concept	2447	2467	hypercholesterolemia
endocrinology_hypothyroidism_10.txt	medication	concept	2706	2719	levothyroxine
endocrinology_hypothyroidism_10.txt	disease	concept	2801	2813	hypertension
endocrinology_hypothyroidism_10.txt	disease	concept	2818	2838	hypercholesterolemia
endocrinology_hypothyroidism_10.txt	medication	concept	2973	2986	levothyroxine
endocrinology_hypothyroidism_10.txt	symptom	concept	3068	3080	palpitations
endocrinology_hypothyroidism_10.txt	symptom	concept	3082	3092	chest pain
endocrinology_hypothyroidism_10.txt	symptom	concept	3109	3120	weight loss
endocrinology_hypothyroidism_10.txt	symptom	concept	3240	3252	constipation
endocrinology_hypothyroidism_10.txt	disease	concept	3386	3408	Primary Hypothyroidism
endocrinology_hypothyroidism_10.txt	medication	concept	3431	3444	levothyroxine
endocrinology_hypothyroidism_11.txt	symptom	concept	380	387	fatigue
endocrinology_hypothyroidism_11.txt	symptom	concept	389	400	weight gain
endocrinology_hypothyroidism_11.txt	symptom	concept	402	418	cold intolerance
endocrinology_hypothyroidism_11.txt	symptom	concept	424	436	constipation
endocrinology_hypothyroidism_11.txt	symptom	concept	736	743	fatigue
endocrinology_hypothyroidism_11.txt	symptom	concept	759	770	weight gain
endocrinology_hypothyroidism_11.txt	symptom	concept	830	842	constipation
endocrinology_hypothyroidism_11.txt	disease	concept	921	937	thyroid diseases
endocrinology_hypothyroidism_11.txt	disease	concept	1122	1152	normocytic-normochromic anemia
endocrinology_hypothyroidism_11.txt	disease	concept	1513	1535	primary hypothyroidism
endocrinology_hypothyroidism_11.txt	medication	concept	1697	1710	Levothyroxine
endocrinology_hypothyroidism_11.txt	medication	concept	2018	2031	Levothyroxine
endocrinology_hypothyroidism_11.txt	symptom	concept	2103	2110	fatigue
endocrinology_hypothyroidism_11.txt	symptom	concept	2115	2131	cold intolerance
endocrinology_hypothyroidism_11.txt	medication	concept	2376	2389	Levothyroxine
endocrinology_hypothyroidism_11.txt	disease	concept	2574	2586	hypertension
endocrinology_hypothyroidism_11.txt	medication	concept	2786	2799	Levothyroxine
endocrinology_hypothyroidism_11.txt	disease	concept	2834	2848	hypothyroidism
endocrinology_hypothyroidism_11.txt	medication	concept	2923	2936	Levothyroxine
endocrinology_hypothyroidism_11.txt	medication	concept	3376	3389	Levothyroxine
endocrinology_hypothyroidism_11.txt	symptom	concept	3438	3450	palpitations
endocrinology_hypothyroidism_11.txt	symptom	concept	3452	3459	anxiety
endocrinology_hypothyroidism_11.txt	symptom	concept	3464	3472	insomnia
endocrinology_hypothyroidism_11.txt	disease	concept	3601	3615	hypothyroidism
endocrinology_hypothyroidism_11.txt	medication	concept	3665	3678	Levothyroxine
endocrinology_hypothyroidism_12.txt	symptom	concept	559	566	fatigue
endocrinology_hypothyroidism_12.txt	symptom	concept	568	579	weight gain
endocrinology_hypothyroidism_12.txt	symptom	concept	585	601	cold intolerance
endocrinology_hypothyroidism_12.txt	symptom	concept	677	689	constipation
endocrinology_hypothyroidism_12.txt	symptom	concept	694	702	dry skin
endocrinology_hypothyroidism_12.txt	disease	concept	736	751	thyroid disease
endocrinology_hypothyroidism_12.txt	medication	concept	1389	1402	Levothyroxine
endocrinology_hypothyroidism_12.txt	disease	concept	1500	1513	heart disease
endocrinology_hypothyroidism_12.txt	symptom	concept	1727	1734	Fatigue
endocrinology_hypothyroidism_12.txt	symptom	concept	1739	1755	cold intolerance
endocrinology_hypothyroidism_12.txt	medication	concept	1933	1946	Levothyroxine
endocrinology_hypothyroidism_12.txt	medication	concept	1987	2000	Levothyroxine
endocrinology_hypothyroidism_12.txt	disease	concept	2127	2139	hypertension
endocrinology_hypothyroidism_12.txt	disease	concept	2144	2158	hyperlipidemia
endocrinology_hypothyroidism_12.txt	medication	concept	2375	2388	Levothyroxine
endocrinology_hypothyroidism_12.txt	disease	concept	2431	2445	hypothyroidism
endocrinology_hypothyroidism_12.txt	medication	concept	2761	2774	Levothyroxine
endocrinology_hypothyroidism_12.txt	medication	concept	2955	2968	Levothyroxine
endocrinology_hypothyroidism_12.txt	symptom	concept	2980	2992	palpitations
endocrinology_hypothyroidism_12.txt	symptom	concept	3004	3012	sweating
endocrinology_hypothyroidism_12.txt	symptom	concept	3018	3025	anxiety
endocrinology_hypothyroidism_12.txt	disease	concept	3265	3279	hypothyroidism
endocrinology_hypothyroidism_12.txt	procedure	concept	3330	3352	follow-up appointments
endocrinology_hypothyroidism_12.txt	medication	concept	3392	3405	Levothyroxine
endocrinology_hypothyroidism_13.txt	disease	concept	250	272	Primary Hypothyroidism
endocrinology_hypothyroidism_13.txt	symptom	concept	419	426	fatigue
endocrinology_hypothyroidism_13.txt	symptom	concept	428	439	weight gain
endocrinology_hypothyroidism_13.txt	symptom	concept	441	457	cold intolerance
endocrinology_hypothyroidism_13.txt	symptom	concept	463	475	constipation
endocrinology_hypothyroidism_13.txt	symptom	concept	587	595	dry skin
endocrinology_hypothyroidism_13.txt	symptom	concept	600	609	hair loss
endocrinology_hypothyroidism_13.txt	disease	concept	1321	1351	Normocytic-normochromic anemia
endocrinology_hypothyroidism_13.txt	disease	concept	1440	1462	primary hypothyroidism
endocrinology_hypothyroidism_13.txt	medication	concept	1530	1543	levothyroxine
endocrinology_hypothyroidism_13.txt	disease	concept	1638	1651	heart disease
endocrinology_hypothyroidism_13.txt	medication	concept	1866	1879	levothyroxine
endocrinology_hypothyroidism_13.txt	medication	concept	2234	2247	Levothyroxine
endocrinology_hypothyroidism_13.txt	medication	concept	2546	2559	levothyroxine
endocrinology_hypothyroidism_13.txt	medication	concept	2808	2821	levothyroxine
endocrinology_hypothyroidism_13.txt	symptom	concept	2884	2896	palpitations
endocrinology_hypothyroidism_13.txt	symptom	concept	2898	2908	chest pain
endocrinology_hypothyroidism_13.txt	symptom	concept	2910	2928	excessive sweating
endocrinology_hypothyroidism_13.txt	symptom	concept	2933	2944	weight loss
endocrinology_hypothyroidism_13.txt	medication	concept	3164	3177	levothyroxine
endocrinology_hypothyroidism_13.txt	symptom	concept	3299	3316	adverse reactions
endocrinology_hypothyroidism_14.txt	symptom	concept	338	354	cold intolerance
endocrinology_hypothyroidism_14.txt	disease	concept	761	776	thyroid disease
endocrinology_hypothyroidism_14.txt	symptom	concept	982	993	bradycardia
endocrinology_hypothyroidism_14.txt	disease	concept	1243	1273	normocytic-normochromic anemia
endocrinology_hypothyroidism_14.txt	disease	concept	1424	1446	primary hypothyroidism
endocrinology_hypothyroidism_14.txt	medication	concept	1543	1556	Levothyroxine
endocrinology_hypothyroidism_14.txt	disease	concept	1642	1655	heart disease
endocrinology_hypothyroidism_14.txt	medication	concept	2144	2157	Levothyroxine
endocrinology_hypothyroidism_14.txt	procedure	concept	2263	2283	dietary consultation
endocrinology_hypothyroidism_14.txt	symptom	concept	2385	2397	side effects
endocrinology_hypothyroidism_14.txt	medication	concept	2504	2517	Levothyroxine
endocrinology_hypothyroidism_14.txt	medication	concept	3011	3024	Levothyroxine
endocrinology_hypothyroidism_14.txt	symptom	concept	3100	3112	palpitations
endocrinology_hypothyroidism_14.txt	symptom	concept	3114	3125	nervousness
endocrinology_hypothyroidism_14.txt	symptom	concept	3127	3137	chest pain
endocrinology_hypothyroidism_14.txt	symptom	concept	3149	3157	sweating
endocrinology_hypothyroidism_14.txt	symptom	concept	3179	3186	fatigue
endocrinology_hypothyroidism_14.txt	symptom	concept	3188	3199	weight gain
endocrinology_hypothyroidism_14.txt	symptom	concept	3201	3213	constipation
endocrinology_hypothyroidism_14.txt	medication	concept	3425	3438	levothyroxine
endocrinology_hypothyroidism_14.txt	medication	concept	3522	3535	levothyroxine
endocrinology_hypothyroidism_14.txt	disease	concept	3627	3641	hypothyroidism
endocrinology_hypothyroidism_15.txt	disease	concept	221	245	Suspected Hypothyroidism
endocrinology_hypothyroidism_15.txt	disease	concept	269	291	Primary Hypothyroidism
endocrinology_hypothyroidism_15.txt	disease	concept	426	443	thyroid disorders
endocrinology_hypothyroidism_15.txt	symptom	concept	523	530	fatigue
endocrinology_hypothyroidism_15.txt	symptom	concept	532	543	weight gain
endocrinology_hypothyroidism_15.txt	symptom	concept	549	565	cold intolerance
endocrinology_hypothyroidism_15.txt	symptom	concept	682	693	bradycardia
endocrinology_hypothyroidism_15.txt	disease	concept	1000	1022	primary hypothyroidism
endocrinology_hypothyroidism_15.txt	medication	concept	1246	1259	levothyroxine
endocrinology_hypothyroidism_15.txt	disease	concept	1354	1367	heart disease
endocrinology_hypothyroidism_15.txt	medication	concept	1394	1407	levothyroxine
endocrinology_hypothyroidism_15.txt	disease	concept	1660	1674	hypothyroidism
endocrinology_hypothyroidism_15.txt	symptom	concept	1781	1791	heart rate
endocrinology_hypothyroidism_15.txt	medication	concept	1888	1901	levothyroxine
endocrinology_hypothyroidism_15.txt	medication	concept	1946	1959	Levothyroxine
endocrinology_hypothyroidism_15.txt	medication	concept	2035	2063	antihypertensive medications
endocrinology_hypothyroidism_15.txt	medication	concept	2294	2307	levothyroxine
endocrinology_hypothyroidism_15.txt	symptom	concept	2451	2463	palpitations
endocrinology_hypothyroidism_15.txt	symptom	concept	2475	2482	anxiety
endocrinology_hypothyroidism_15.txt	symptom	concept	2487	2495	insomnia
endocrinology_hypothyroidism_15.txt	medication	concept	2567	2580	levothyroxine
endocrinology_hypothyroidism_15.txt	medication	concept	2609	2616	calcium
endocrinology_hypothyroidism_15.txt	symptom	concept	3057	3078	cardiovascular health
endocrinology_hypothyroidism_15.txt	disease	concept	3146	3160	hypothyroidism
endocrinology_hypothyroidism_15.txt	medication	concept	3187	3200	levothyroxine
endocrinology_hypothyroidism_15.txt	medication	concept	3441	3454	levothyroxine
endocrinology_hypothyroidism_15.txt	disease	concept	3653	3667	hypothyroidism
endocrinology_hypothyroidism_15.txt	disease	concept	3671	3686	hyperthyroidism
endocrinology_hypothyroidism_15.txt	disease	concept	3985	4007	primary hypothyroidism
endocrinology_hypothyroidism_15.txt	procedure	concept	4048	4057	diagnosis
endocrinology_hypothyroidism_16.txt	disease	concept	301	331	Normocytic-Normochromic Anemia
endocrinology_hypothyroidism_16.txt	symptom	concept	448	455	fatigue
endocrinology_hypothyroidism_16.txt	symptom	concept	457	468	weight gain
endocrinology_hypothyroidism_16.txt	symptom	concept	470	486	cold intolerance
endocrinology_hypothyroidism_16.txt	symptom	concept	488	500	constipation
endocrinology_hypothyroidism_16.txt	symptom	concept	506	514	dry skin
endocrinology_hypothyroidism_16.txt	disease	concept	966	988	primary hypothyroidism
endocrinology_hypothyroidism_16.txt	medication	concept	1226	1239	Levothyroxine
endocrinology_hypothyroidism_16.txt	medication	concept	1485	1498	Levothyroxine
endocrinology_hypothyroidism_16.txt	disease	concept	1756	1774	hypochromic anemia
endocrinology_hypothyroidism_16.txt	medication	concept	2383	2396	Levothyroxine
endocrinology_hypothyroidism_16.txt	medication	concept	2475	2490	Ferrous sulfate
endocrinology_hypothyroidism_16.txt	disease	concept	2527	2549	iron deficiency anemia
endocrinology_hypothyroidism_16.txt	medication	concept	2805	2818	Levothyroxine
endocrinology_hypothyroidism_16.txt	medication	concept	2989	3002	Levothyroxine
endocrinology_hypothyroidism_16.txt	medication	concept	3082	3086	iron
endocrinology_hypothyroidism_16.txt	disease	concept	3230	3244	hypothyroidism
endocrinology_hypothyroidism_16.txt	symptom	concept	3273	3290	adverse reactions
endocrinology_hypothyroidism_16.txt	medication	concept	3306	3316	medication
endocrinology_hypothyroidism_16.txt	disease	concept	3456	3470	hypothyroidism
endocrinology_hypothyroidism_17.txt	symptom	concept	368	375	fatigue
endocrinology_hypothyroidism_17.txt	symptom	concept	377	388	weight gain
endocrinology_hypothyroidism_17.txt	symptom	concept	394	410	cold intolerance
endocrinology_hypothyroidism_17.txt	symptom	concept	458	470	hypertension
endocrinology_hypothyroidism_17.txt	symptom	concept	576	584	dry skin
endocrinology_hypothyroidism_17.txt	symptom	concept	586	597	bradycardia
endocrinology_hypothyroidism_17.txt	symptom	concept	630	645	tendon reflexes
endocrinology_hypothyroidism_17.txt	medication	concept	1148	1161	Levothyroxine
endocrinology_hypothyroidism_17.txt	medication	concept	1330	1343	levothyroxine
endocrinology_hypothyroidism_17.txt	symptom	concept	1451	1465	Blood pressure
endocrinology_hypothyroidism_17.txt	symptom	concept	1470	1480	heart rate
endocrinology_hypothyroidism_17.txt	medication	concept	1615	1628	levothyroxine
endocrinology_hypothyroidism_17.txt	symptom	concept	1711	1727	cold intolerance
endocrinology_hypothyroidism_17.txt	medication	concept	1982	1995	levothyroxine
endocrinology_hypothyroidism_17.txt	symptom	concept	2255	2267	palpitations
endocrinology_hypothyroidism_17.txt	symptom	concept	2269	2279	chest pain
endocrinology_hypothyroidism_17.txt	symptom	concept	2294	2301	anxiety
endocrinology_hypothyroidism_17.txt	medication	concept	2492	2505	Levothyroxine
endocrinology_hypothyroidism_17.txt	medication	concept	2700	2728	over-the-counter supplements
endocrinology_hypothyroidism_17.txt	medication	concept	2843	2856	levothyroxine
endocrinology_hypothyroidism_17.txt	disease	concept	2889	2903	hypothyroidism
endocrinology_hypothyroidism_17.txt	disease	concept	2908	2923	hyperthyroidism
endocrinology_hypothyroidism_17.txt	medication	concept	2944	2957	levothyroxine
endocrinology_hypothyroidism_17.txt	disease	concept	3065	3079	hypothyroidism
endocrinology_hypothyroidism_17.txt	medication	concept	3127	3140	levothyroxine
endocrinology_hypothyroidism_17.txt	procedure	concept	3248	3270	follow-up appointments
endocrinology_hypothyroidism_17.txt	disease	concept	3359	3373	hypothyroidism
endocrinology_hypothyroidism_18.txt	symptom	concept	399	406	fatigue
endocrinology_hypothyroidism_18.txt	symptom	concept	408	419	weight gain
endocrinology_hypothyroidism_18.txt	symptom	concept	421	437	cold intolerance
endocrinology_hypothyroidism_18.txt	symptom	concept	443	455	constipation
endocrinology_hypothyroidism_18.txt	disease	concept	980	1002	primary hypothyroidism
endocrinology_hypothyroidism_18.txt	disease	concept	1072	1094	primary hypothyroidism
endocrinology_hypothyroidism_18.txt	medication	concept	1147	1160	Levothyroxine
endocrinology_hypothyroidism_18.txt	medication	concept	1199	1212	Levothyroxine
endocrinology_hypothyroidism_18.txt	disease	concept	1249	1262	heart disease
endocrinology_hypothyroidism_18.txt	disease	concept	1331	1337	Anemia
endocrinology_hypothyroidism_18.txt	medication	concept	1611	1624	Levothyroxine
endocrinology_hypothyroidism_18.txt	medication	concept	1919	1932	Levothyroxine
endocrinology_hypothyroidism_18.txt	medication	concept	2342	2355	Levothyroxine
endocrinology_hypothyroidism_18.txt	medication	concept	2443	2456	Levothyroxine
endocrinology_hypothyroidism_18.txt	medication	concept	2694	2707	Levothyroxine
endocrinology_hypothyroidism_18.txt	disease	concept	2802	2815	myxedema coma
endocrinology_hypothyroidism_18.txt	medication	concept	3190	3201	medications
endocrinology_hypothyroidism_18.txt	symptom	concept	3313	3325	side effects
endocrinology_hypothyroidism_19.txt	disease	concept	219	241	Primary Hypothyroidism
endocrinology_hypothyroidism_19.txt	symptom	concept	382	389	fatigue
endocrinology_hypothyroidism_19.txt	symptom	concept	391	402	weight gain
endocrinology_hypothyroidism_19.txt	symptom	concept	408	424	cold intolerance
endocrinology_hypothyroidism_19.txt	medication	concept	574	581	tobacco
endocrinology_hypothyroidism_19.txt	medication	concept	583	590	alcohol
endocrinology_hypothyroidism_19.txt	medication	concept	595	608	illicit drugs
endocrinology_hypothyroidism_19.txt	disease	concept	638	652	hypothyroidism
endocrinology_hypothyroidism_19.txt	symptom	concept	734	745	bradycardia
endocrinology_hypothyroidism_19.txt	symptom	concept	805	813	dry skin
endocrinology_hypothyroidism_19.txt	symptom	concept	815	831	facial puffiness
endocrinology_hypothyroidism_19.txt	symptom	concept	1464	1471	nodules
endocrinology_hypothyroidism_19.txt	symptom	concept	1475	1486	enlargement
endocrinology_hypothyroidism_19.txt	medication	concept	1586	1599	Levothyroxine
endocrinology_hypothyroidism_19.txt	disease	concept	1630	1643	heart disease
endocrinology_hypothyroidism_19.txt	symptom	concept	1885	1892	fatigue
endocrinology_hypothyroidism_19.txt	symptom	concept	1897	1913	cold intolerance
endocrinology_hypothyroidism_19.txt	medication	concept	2085	2098	Levothyroxine
endocrinology_hypothyroidism_19.txt	symptom	concept	2112	2118	anemia
endocrinology_hypothyroidism_19.txt	disease	concept	2247	2261	hyperlipidemia
endocrinology_hypothyroidism_19.txt	medication	concept	2295	2308	Levothyroxine
endocrinology_hypothyroidism_19.txt	symptom	concept	2562	2576	blood pressure
endocrinology_hypothyroidism_19.txt	medication	concept	2680	2693	Levothyroxine
endocrinology_hypothyroidism_19.txt	medication	concept	2828	2841	Levothyroxine
endocrinology_hypothyroidism_19.txt	symptom	concept	3013	3025	palpitations
endocrinology_hypothyroidism_19.txt	symptom	concept	3037	3044	anxiety
endocrinology_hypothyroidism_19.txt	disease	concept	3124	3146	primary hypothyroidism
endocrinology_hypothyroidism_19.txt	disease	concept	3324	3339	hyperthyroidism
endocrinology_hypothyroidism_19.txt	disease	concept	3412	3434	primary hypothyroidism
endocrinology_hypothyroidism_19.txt	medication	concept	3522	3535	Levothyroxine
endocrinology_hypothyroidism_19.txt	medication	concept	3584	3594	medication
endocrinology_hypothyroidism_2.txt	symptom	concept	455	462	fatigue
endocrinology_hypothyroidism_2.txt	symptom	concept	464	475	weight gain
endocrinology_hypothyroidism_2.txt	symptom	concept	499	507	dry skin
endocrinology_hypothyroidism_2.txt	disease	concept	600	614	hyperlipidemia
endocrinology_hypothyroidism_2.txt	disease	concept	1024	1046	primary hypothyroidism
endocrinology_hypothyroidism_2.txt	medication	concept	1293	1306	Levothyroxine
endocrinology_hypothyroidism_2.txt	disease	concept	1614	1628	hypothyroidism
endocrinology_hypothyroidism_2.txt	medication	concept	1863	1876	Levothyroxine
endocrinology_hypothyroidism_2.txt	symptom	concept	2063	2070	fatigue
endocrinology_hypothyroidism_2.txt	symptom	concept	2072	2084	constipation
endocrinology_hypothyroidism_2.txt	symptom	concept	2130	2142	palpitations
endocrinology_hypothyroidism_2.txt	symptom	concept	2154	2162	sweating
endocrinology_hypothyroidism_2.txt	symptom	concept	2168	2179	weight loss
endocrinology_hypothyroidism_2.txt	medication	concept	2365	2378	Levothyroxine
endocrinology_hypothyroidism_2.txt	medication	concept	2548	2558	Lisinopril
endocrinology_hypothyroidism_2.txt	disease	concept	2589	2601	hypertension
endocrinology_hypothyroidism_2.txt	medication	concept	2607	2619	Atorvastatin
endocrinology_hypothyroidism_2.txt	disease	concept	2650	2664	hyperlipidemia
